crime_rate,crowd_density,time_of_day,weather_condition,longitude,latitude,location_type,city,place
1361,54,morning,Foggy,82.2688,35.2047,Urban,Kolkata,Marine Drive
289,211,afternoon,Sunny,79.941,28.5727,Rural,Pune,Marine Drive
129,399,night,Foggy,83.8469,31.7489,Rural,Ahmedabad,Park Street
295,464,night,Cloudy,80.6105,17.9787,Urban,Kolkata,Connaught Place
415,269,night,Foggy,86.8197,8.8736,Suburban,Pune,Juhu Beach
367,271,morning,Cloudy,80.1938,34.0412,Suburban,Delhi,MG Road
856,42,morning,Cloudy,73.2031,17.334,Rural,Bengaluru,Connaught Place
240,229,morning,Cloudy,75.8607,32.6993,Urban,Bengaluru,Juhu Beach
1820,76,evening,Cloudy,96.5913,25.6844,Urban,Chennai,Charminar
938,322,evening,Cloudy,94.9094,30.085,Rural,Hyderabad,Connaught Place
201,435,morning,Cloudy,76.3698,25.3088,Rural,Mumbai,Marine Drive
29,492,morning,Cloudy,77.1963,31.2323,Suburban,Kolkata,MG Road
1408,484,afternoon,Sunny,73.7312,29.606,Suburban,Delhi,Connaught Place
1140,153,morning,Foggy,81.0602,16.2027,Suburban,Chennai,Charminar
1888,360,night,Clear,85.2212,18.7543,Urban,Chennai,Charminar
966,341,morning,Cloudy,88.8002,24.2362,Rural,Mumbai,Connaught Place
72,39,night,Clear,85.1972,31.4367,Suburban,Ahmedabad,Charminar
1535,275,afternoon,Rainy,68.9649,24.6358,Rural,Chennai,Marine Drive
605,427,morning,Clear,82.3753,9.3884,Urban,Ahmedabad,Park Street
451,36,night,Cloudy,94.6813,26.7624,Suburban,Hyderabad,Juhu Beach
1564,148,evening,Clear,80.2582,27.8757,Rural,Mumbai,Park Street
367,139,morning,Clear,87.8513,11.1963,Rural,Chennai,MG Road
705,482,night,Sunny,73.325,27.3709,Suburban,Ahmedabad,Marine Drive
412,212,night,Sunny,84.2414,22.9969,Suburban,Chennai,Connaught Place
1088,490,morning,Clear,88.1011,19.7605,Urban,Ahmedabad,Park Street
800,465,evening,Rainy,80.3904,32.3204,Suburban,Hyderabad,Juhu Beach
1339,407,evening,Rainy,95.5144,11.5735,Suburban,Mumbai,Marine Drive
880,282,morning,Sunny,72.5108,29.7297,Rural,Ahmedabad,Juhu Beach
1095,58,afternoon,Sunny,93.1881,32.8083,Suburban,Pune,Marine Drive
518,50,evening,Sunny,92.4784,22.4803,Suburban,Bengaluru,Connaught Place
304,497,evening,Rainy,88.5094,22.459,Rural,Kolkata,Park Street
1099,99,afternoon,Clear,83.2511,21.2642,Rural,Pune,Park Street
978,233,evening,Rainy,82.8747,19.7364,Suburban,Chennai,Charminar
1371,9,morning,Rainy,70.3905,19.3506,Suburban,Hyderabad,MG Road
1493,209,afternoon,Cloudy,86.099,22.6824,Urban,Hyderabad,Juhu Beach
1118,145,evening,Foggy,74.8008,15.7196,Rural,Pune,Marine Drive
325,387,morning,Foggy,76.709,22.4927,Urban,Pune,Park Street
1469,223,afternoon,Sunny,70.4058,10.0714,Rural,Pune,MG Road
1874,438,night,Foggy,93.9932,16.5318,Suburban,Pune,Juhu Beach
598,33,afternoon,Rainy,71.1024,11.4263,Rural,Bengaluru,MG Road
732,50,morning,Cloudy,91.0743,13.2753,Rural,Delhi,Juhu Beach
1829,36,evening,Sunny,87.4209,26.3074,Suburban,Delhi,Connaught Place
968,279,evening,Clear,93.1537,30.7046,Suburban,Hyderabad,Marine Drive
1134,314,evening,Clear,88.638,8.5616,Suburban,Bengaluru,Connaught Place
1663,210,evening,Clear,77.9321,25.3385,Urban,Kolkata,Juhu Beach
1461,483,night,Clear,94.6484,23.4924,Urban,Chennai,Juhu Beach
1338,82,evening,Cloudy,72.792,26.9463,Rural,Ahmedabad,Connaught Place
6,161,evening,Foggy,96.0737,8.2783,Rural,Chennai,Connaught Place
698,483,morning,Cloudy,70.3585,20.7549,Suburban,Delhi,Connaught Place
500,185,evening,Rainy,93.613,32.932,Urban,Mumbai,Marine Drive
218,392,morning,Rainy,84.0693,35.7055,Suburban,Mumbai,Connaught Place
1708,12,afternoon,Sunny,91.5104,9.1361,Urban,Delhi,Charminar
1704,174,afternoon,Clear,81.0196,32.4359,Urban,Mumbai,Juhu Beach
1276,153,evening,Foggy,71.2246,8.3895,Rural,Kolkata,Park Street
1928,423,morning,Rainy,74.7885,28.9025,Rural,Mumbai,Park Street
1184,463,evening,Foggy,91.9039,33.3619,Rural,Bengaluru,Charminar
517,50,night,Clear,75.6228,31.932,Suburban,Delhi,Marine Drive
51,412,afternoon,Foggy,85.4401,26.4433,Suburban,Mumbai,Juhu Beach
1273,451,night,Cloudy,75.5526,35.1859,Suburban,Chennai,Juhu Beach
1051,479,afternoon,Rainy,68.4859,15.5829,Rural,Mumbai,MG Road
398,476,afternoon,Foggy,85.0995,14.1584,Rural,Delhi,Connaught Place
1018,200,morning,Sunny,87.6674,11.7994,Suburban,Chennai,MG Road
832,452,night,Rainy,84.4304,20.3879,Suburban,Chennai,Charminar
256,106,afternoon,Clear,86.0557,25.3663,Rural,Pune,Marine Drive
1969,434,night,Cloudy,80.9182,35.4821,Rural,Ahmedabad,Juhu Beach
1513,205,evening,Foggy,85.0133,8.9905,Suburban,Pune,Connaught Place
1339,114,afternoon,Rainy,81.9145,10.4414,Suburban,Chennai,Park Street
522,157,evening,Sunny,75.7488,23.1198,Urban,Chennai,Marine Drive
1376,64,evening,Sunny,87.2731,22.8194,Rural,Pune,Charminar
1520,383,night,Foggy,73.2667,23.2724,Urban,Bengaluru,Connaught Place
304,456,morning,Rainy,68.6077,36.1695,Rural,Hyderabad,Park Street
1830,383,night,Clear,83.954,22.4361,Rural,Pune,Connaught Place
1721,331,evening,Rainy,77.3707,15.8213,Urban,Ahmedabad,Park Street
1412,395,night,Cloudy,83.4726,19.5627,Rural,Pune,Connaught Place
1994,140,morning,Rainy,93.9721,33.6082,Suburban,Mumbai,Charminar
1697,383,morning,Sunny,86.6357,32.8168,Suburban,Ahmedabad,Park Street
1405,319,morning,Clear,83.8653,12.8026,Rural,Delhi,Juhu Beach
639,12,evening,Sunny,82.9052,28.1422,Suburban,Hyderabad,Charminar
669,202,night,Sunny,77.2579,28.9383,Suburban,Delhi,Charminar
1659,235,morning,Rainy,70.5263,26.0386,Rural,Pune,Marine Drive
1997,445,evening,Foggy,95.3779,19.0885,Rural,Pune,Park Street
810,193,night,Cloudy,81.9226,35.0235,Suburban,Bengaluru,Connaught Place
382,494,morning,Foggy,76.1174,28.7636,Urban,Bengaluru,Charminar
1591,291,afternoon,Sunny,83.5289,27.0812,Suburban,Mumbai,Juhu Beach
1815,358,evening,Foggy,78.3786,9.0708,Suburban,Bengaluru,Park Street
1534,413,night,Sunny,84.5238,13.4643,Rural,Bengaluru,Marine Drive
1736,351,morning,Foggy,83.5913,17.9435,Rural,Kolkata,Marine Drive
1364,290,night,Rainy,88.2919,31.7308,Rural,Hyderabad,Juhu Beach
1732,138,afternoon,Rainy,92.0403,11.7179,Suburban,Kolkata,Charminar
127,322,evening,Foggy,87.1859,29.6844,Suburban,Hyderabad,Park Street
245,79,afternoon,Cloudy,80.0542,35.8929,Suburban,Delhi,MG Road
737,55,evening,Rainy,75.4781,22.9445,Rural,Ahmedabad,Connaught Place
338,307,morning,Foggy,76.1359,31.3047,Rural,Pune,Juhu Beach
253,477,evening,Rainy,90.2167,20.7745,Suburban,Ahmedabad,Charminar
561,194,afternoon,Clear,72.2072,22.2532,Rural,Mumbai,Marine Drive
727,155,night,Sunny,71.972,23.592,Suburban,Delhi,Charminar
1152,371,morning,Cloudy,82.4693,10.343,Suburban,Kolkata,Connaught Place
1952,143,afternoon,Foggy,77.4568,19.2551,Suburban,Pune,Juhu Beach
1022,325,night,Clear,90.2648,14.1652,Urban,Kolkata,Marine Drive
895,154,morning,Cloudy,87.0017,18.5662,Suburban,Kolkata,Marine Drive
1876,144,night,Foggy,92.3669,8.0823,Rural,Mumbai,Charminar
906,356,afternoon,Sunny,79.9998,8.2351,Urban,Ahmedabad,Marine Drive
1678,440,evening,Rainy,90.1042,30.7188,Rural,Hyderabad,Juhu Beach
38,309,evening,Cloudy,75.6096,18.5482,Urban,Ahmedabad,Connaught Place
932,256,night,Sunny,74.312,15.7956,Suburban,Delhi,Marine Drive
399,319,evening,Sunny,71.2458,33.0152,Suburban,Chennai,Charminar
528,354,morning,Sunny,81.3615,13.8933,Urban,Ahmedabad,Marine Drive
1624,48,morning,Foggy,91.7515,29.6733,Rural,Delhi,Marine Drive
185,195,morning,Cloudy,92.6728,14.5286,Rural,Delhi,Connaught Place
1884,107,night,Foggy,90.7029,22.0592,Rural,Delhi,Marine Drive
483,141,evening,Rainy,84.1694,15.5806,Urban,Pune,Charminar
575,112,afternoon,Sunny,82.185,16.6109,Urban,Mumbai,Juhu Beach
934,112,night,Foggy,85.7886,10.7244,Rural,Mumbai,Charminar
75,119,evening,Clear,80.9248,34.352,Suburban,Ahmedabad,Marine Drive
1661,147,morning,Rainy,79.5365,29.722,Urban,Ahmedabad,Marine Drive
1354,250,morning,Rainy,86.053,13.333,Urban,Kolkata,Juhu Beach
610,164,afternoon,Rainy,93.5568,12.197,Rural,Delhi,MG Road
1944,398,morning,Clear,88.6775,8.1712,Rural,Hyderabad,Connaught Place
1798,216,evening,Foggy,93.3329,30.4341,Suburban,Ahmedabad,Juhu Beach
1097,306,evening,Cloudy,92.2686,13.6773,Rural,Hyderabad,Marine Drive
974,469,night,Sunny,79.5792,34.6572,Rural,Kolkata,Park Street
304,172,evening,Foggy,77.4958,21.172,Suburban,Chennai,Juhu Beach
221,444,night,Rainy,74.9922,27.3625,Urban,Kolkata,Charminar
1207,181,night,Rainy,77.4331,15.3286,Suburban,Bengaluru,MG Road
1463,439,morning,Rainy,91.4255,23.3257,Rural,Bengaluru,Connaught Place
1870,327,night,Rainy,69.3038,35.1229,Rural,Delhi,Juhu Beach
1593,323,night,Cloudy,73.5018,16.3737,Suburban,Kolkata,Juhu Beach
942,132,evening,Rainy,88.0439,33.2463,Rural,Ahmedabad,Charminar
1107,331,night,Sunny,69.3683,14.4652,Suburban,Pune,Juhu Beach
384,150,night,Clear,69.3393,33.1522,Urban,Pune,MG Road
194,4,morning,Sunny,81.9799,21.5278,Suburban,Mumbai,Connaught Place
1516,321,evening,Clear,94.1196,33.2018,Urban,Pune,MG Road
1821,393,evening,Cloudy,82.9383,25.7532,Suburban,Bengaluru,Juhu Beach
1538,55,night,Clear,93.579,29.7701,Rural,Delhi,Marine Drive
1792,82,evening,Clear,77.8099,17.0752,Urban,Ahmedabad,Connaught Place
1841,209,night,Rainy,93.7933,29.2416,Urban,Delhi,Park Street
1936,352,morning,Rainy,95.864,13.9071,Suburban,Bengaluru,Marine Drive
2,69,night,Rainy,92.6929,8.7854,Urban,Bengaluru,Marine Drive
695,452,afternoon,Cloudy,90.794,15.861,Suburban,Kolkata,Marine Drive
701,355,morning,Clear,95.8436,25.4691,Suburban,Hyderabad,Marine Drive
1920,202,night,Cloudy,80.175,10.8329,Rural,Pune,Park Street
1543,212,evening,Foggy,85.5028,9.0839,Suburban,Ahmedabad,Charminar
914,441,morning,Sunny,74.4978,13.4537,Urban,Mumbai,Connaught Place
29,488,night,Clear,93.8223,16.5061,Urban,Bengaluru,Marine Drive
5,31,afternoon,Cloudy,76.0139,16.0906,Suburban,Chennai,Connaught Place
651,223,afternoon,Foggy,88.7417,35.9134,Rural,Mumbai,Juhu Beach
393,235,afternoon,Sunny,88.6522,30.5381,Suburban,Delhi,Marine Drive
277,327,afternoon,Cloudy,82.0699,16.1898,Suburban,Bengaluru,MG Road
1248,323,morning,Foggy,87.2965,21.0479,Rural,Bengaluru,Connaught Place
24,198,morning,Sunny,88.7887,22.7948,Rural,Hyderabad,Marine Drive
1574,443,night,Clear,80.8359,27.394,Urban,Mumbai,Juhu Beach
1436,40,evening,Sunny,80.3762,8.4951,Rural,Hyderabad,Juhu Beach
1712,245,morning,Cloudy,95.8641,16.3484,Urban,Chennai,Connaught Place
1311,37,evening,Rainy,71.9325,9.7898,Suburban,Ahmedabad,Park Street
1687,196,evening,Sunny,80.0693,10.6473,Urban,Bengaluru,Park Street
884,342,evening,Sunny,78.0463,34.3392,Rural,Chennai,Park Street
1833,94,morning,Rainy,68.6298,32.7213,Urban,Delhi,Connaught Place
193,170,night,Cloudy,69.113,18.688,Suburban,Mumbai,Marine Drive
415,10,morning,Clear,76.6514,26.03,Suburban,Kolkata,Juhu Beach
262,49,afternoon,Cloudy,79.9635,28.7885,Rural,Kolkata,Connaught Place
38,217,afternoon,Foggy,90.352,8.7239,Suburban,Bengaluru,Charminar
978,326,evening,Cloudy,85.8194,36.9566,Suburban,Pune,Connaught Place
834,496,afternoon,Sunny,91.7791,22.0604,Rural,Hyderabad,Marine Drive
724,240,night,Sunny,69.662,13.9105,Suburban,Bengaluru,Charminar
1348,314,morning,Clear,73.8419,25.5675,Suburban,Ahmedabad,Connaught Place
1542,34,morning,Cloudy,78.4567,25.7922,Suburban,Hyderabad,Park Street
139,259,morning,Foggy,94.1533,27.9297,Suburban,Chennai,Charminar
1245,403,night,Rainy,78.8523,15.9966,Rural,Chennai,Connaught Place
75,271,afternoon,Foggy,86.2883,22.6366,Urban,Delhi,Connaught Place
618,447,morning,Rainy,89.9751,24.6182,Suburban,Ahmedabad,Connaught Place
941,75,morning,Foggy,90.0316,13.9087,Urban,Bengaluru,Juhu Beach
1637,165,afternoon,Cloudy,90.1103,36.5614,Rural,Delhi,MG Road
116,134,evening,Clear,76.0405,20.7032,Urban,Delhi,Connaught Place
912,158,morning,Foggy,93.2922,8.4118,Rural,Ahmedabad,Charminar
1633,88,afternoon,Sunny,89.0505,8.754,Urban,Bengaluru,Marine Drive
280,389,night,Foggy,82.4903,17.1767,Urban,Mumbai,Park Street
1825,48,evening,Sunny,72.6532,35.1341,Suburban,Ahmedabad,Charminar
1850,169,morning,Rainy,95.173,26.8801,Suburban,Chennai,Juhu Beach
47,47,night,Rainy,73.9322,15.9173,Urban,Mumbai,Park Street
1346,194,afternoon,Sunny,93.3373,23.7128,Urban,Bengaluru,MG Road
1724,366,morning,Sunny,86.1734,27.981,Urban,Kolkata,Connaught Place
1420,298,morning,Sunny,70.0452,26.2299,Rural,Bengaluru,Marine Drive
1820,389,night,Clear,81.8104,21.1576,Rural,Kolkata,Marine Drive
557,409,morning,Cloudy,72.4129,9.2136,Suburban,Kolkata,Charminar
269,219,morning,Sunny,93.1153,35.9003,Suburban,Ahmedabad,MG Road
1395,210,afternoon,Sunny,75.594,11.0297,Urban,Bengaluru,MG Road
997,97,morning,Rainy,70.94,31.655,Rural,Kolkata,MG Road
361,210,evening,Rainy,89.5663,21.9655,Urban,Chennai,Connaught Place
803,17,morning,Sunny,87.3353,11.7127,Urban,Chennai,Charminar
1840,372,morning,Clear,80.8192,9.6007,Suburban,Hyderabad,Charminar
404,285,afternoon,Foggy,83.6453,14.4322,Urban,Chennai,Juhu Beach
1583,320,night,Clear,81.9039,30.2929,Suburban,Kolkata,Charminar
1761,262,morning,Sunny,80.5082,36.692,Suburban,Pune,Connaught Place
512,231,afternoon,Cloudy,93.0198,21.2275,Suburban,Kolkata,Juhu Beach
172,2,evening,Sunny,71.7975,27.4584,Urban,Hyderabad,Marine Drive
1521,97,morning,Sunny,77.8118,32.85,Rural,Ahmedabad,Park Street
1038,321,evening,Cloudy,90.2546,16.0212,Suburban,Delhi,Connaught Place
516,54,night,Cloudy,92.0729,20.6224,Suburban,Delhi,Juhu Beach
1970,91,night,Foggy,75.9103,20.1609,Urban,Bengaluru,Charminar
1677,44,afternoon,Cloudy,89.1236,31.1115,Rural,Ahmedabad,MG Road
344,299,night,Sunny,78.1124,9.9699,Suburban,Chennai,Park Street
1073,374,afternoon,Clear,80.4503,18.217,Urban,Delhi,Juhu Beach
1955,396,night,Sunny,88.6828,8.3295,Urban,Bengaluru,Charminar
392,268,evening,Rainy,80.1023,23.3675,Urban,Bengaluru,MG Road
1843,197,morning,Foggy,72.2908,8.1475,Rural,Pune,Park Street
1536,191,morning,Sunny,73.8415,34.8185,Urban,Kolkata,Connaught Place
333,334,evening,Sunny,91.1869,28.6095,Rural,Chennai,MG Road
1030,429,afternoon,Clear,90.1413,28.4405,Suburban,Ahmedabad,Marine Drive
838,336,afternoon,Rainy,69.4764,16.4325,Suburban,Kolkata,Juhu Beach
1578,7,evening,Rainy,95.5632,26.2604,Suburban,Hyderabad,Connaught Place
1004,172,morning,Sunny,88.3631,11.4688,Urban,Ahmedabad,Charminar
422,90,morning,Rainy,84.7799,25.1245,Suburban,Delhi,Marine Drive
1295,293,evening,Clear,91.3709,29.2946,Suburban,Pune,Connaught Place
1129,69,afternoon,Sunny,73.7678,12.7158,Urban,Bengaluru,Marine Drive
991,283,night,Rainy,73.0809,8.2556,Rural,Kolkata,Connaught Place
135,199,night,Sunny,70.2925,12.9287,Rural,Hyderabad,Park Street
1400,405,afternoon,Rainy,89.7297,28.8082,Suburban,Hyderabad,MG Road
1839,197,night,Sunny,89.18,35.5091,Suburban,Bengaluru,Charminar
95,52,night,Cloudy,91.7241,16.7739,Suburban,Delhi,MG Road
151,35,evening,Rainy,69.3693,12.8185,Rural,Delhi,MG Road
1140,180,morning,Clear,70.725,27.6573,Suburban,Bengaluru,Park Street
1407,425,afternoon,Cloudy,72.509,15.2093,Suburban,Ahmedabad,MG Road
1338,267,evening,Foggy,71.7209,20.0964,Suburban,Hyderabad,Marine Drive
747,351,afternoon,Clear,74.1724,18.3671,Urban,Delhi,Juhu Beach
464,231,morning,Cloudy,93.909,19.2955,Rural,Kolkata,Connaught Place
1981,387,morning,Rainy,71.5218,19.2181,Suburban,Chennai,Charminar
1906,237,night,Clear,84.0355,21.2478,Suburban,Pune,Park Street
1685,32,evening,Clear,70.3641,8.2519,Rural,Kolkata,Connaught Place
1414,61,afternoon,Foggy,83.143,14.7554,Suburban,Kolkata,Charminar
1496,429,evening,Rainy,94.9915,14.8221,Rural,Kolkata,Connaught Place
787,453,afternoon,Rainy,95.7208,20.6008,Rural,Pune,Connaught Place
647,197,night,Sunny,85.5465,24.1707,Suburban,Delhi,Connaught Place
108,370,night,Cloudy,70.084,30.3235,Urban,Delhi,Park Street
1995,232,evening,Cloudy,90.1989,34.8233,Urban,Chennai,Park Street
1271,75,afternoon,Sunny,89.4422,28.5227,Suburban,Hyderabad,Marine Drive
1692,339,afternoon,Rainy,92.4271,31.9997,Suburban,Chennai,Park Street
1446,408,evening,Rainy,93.8276,34.4932,Rural,Chennai,Charminar
80,354,morning,Rainy,77.0867,15.3373,Rural,Bengaluru,Charminar
314,482,night,Foggy,74.4236,26.0071,Rural,Mumbai,MG Road
1962,417,night,Clear,87.9437,13.3403,Suburban,Pune,Charminar
1140,198,evening,Clear,89.1596,32.2443,Urban,Ahmedabad,MG Road
833,32,morning,Rainy,89.2019,33.7884,Rural,Pune,Connaught Place
1467,190,morning,Clear,92.0996,18.5822,Rural,Pune,MG Road
841,431,evening,Sunny,95.7819,27.8999,Urban,Hyderabad,Marine Drive
727,123,night,Rainy,84.0857,17.994,Urban,Delhi,Juhu Beach
1029,416,afternoon,Rainy,92.5915,9.9173,Rural,Chennai,Juhu Beach
270,108,night,Foggy,71.7755,10.366,Rural,Bengaluru,Charminar
936,52,evening,Sunny,95.1787,29.7732,Suburban,Pune,Connaught Place
1215,43,morning,Clear,90.8784,22.0056,Urban,Ahmedabad,Juhu Beach
564,228,night,Sunny,83.5429,32.539,Suburban,Mumbai,Connaught Place
1984,360,evening,Sunny,68.7838,17.4543,Rural,Pune,MG Road
715,363,night,Foggy,70.5277,26.5027,Suburban,Hyderabad,Charminar
117,341,evening,Foggy,68.0008,21.5182,Urban,Kolkata,Juhu Beach
862,75,morning,Sunny,90.2497,23.2902,Urban,Pune,Charminar
1709,370,night,Cloudy,83.3646,30.5936,Rural,Mumbai,Juhu Beach
1242,56,afternoon,Sunny,78.3092,34.301,Urban,Bengaluru,Connaught Place
1005,423,morning,Cloudy,84.0644,13.4029,Suburban,Hyderabad,Juhu Beach
757,207,afternoon,Rainy,71.5221,35.5813,Urban,Mumbai,Marine Drive
1507,246,afternoon,Clear,88.4839,22.4861,Rural,Pune,Park Street
436,210,night,Clear,94.3391,9.4436,Rural,Chennai,Connaught Place
766,252,night,Cloudy,74.6203,8.7261,Suburban,Kolkata,Marine Drive
997,312,night,Clear,73.3696,36.0964,Urban,Ahmedabad,Park Street
1604,486,night,Cloudy,82.8004,15.9865,Suburban,Kolkata,MG Road
719,361,evening,Foggy,72.4731,28.4717,Urban,Delhi,Connaught Place
1839,16,afternoon,Sunny,90.6939,19.6453,Suburban,Chennai,Park Street
1764,308,evening,Clear,72.4275,34.3186,Urban,Mumbai,Charminar
1263,263,night,Clear,90.0493,15.3756,Urban,Hyderabad,MG Road
616,413,night,Rainy,86.5339,16.137,Rural,Mumbai,Connaught Place
1253,127,night,Clear,69.2357,31.0504,Urban,Chennai,Charminar
1288,11,morning,Cloudy,78.6085,29.507,Rural,Pune,Connaught Place
1695,307,evening,Clear,82.8622,23.5545,Suburban,Kolkata,Juhu Beach
1976,217,evening,Rainy,83.365,19.6777,Rural,Delhi,Connaught Place
1449,32,afternoon,Cloudy,82.7302,15.3603,Suburban,Mumbai,Charminar
1157,208,evening,Foggy,82.012,34.6819,Rural,Mumbai,Charminar
1729,176,evening,Clear,73.2239,29.7395,Suburban,Mumbai,Juhu Beach
62,418,night,Cloudy,94.8751,32.8968,Urban,Bengaluru,Park Street
1119,160,morning,Clear,73.7858,10.846,Urban,Delhi,Connaught Place
528,453,afternoon,Cloudy,94.2424,19.6067,Urban,Delhi,MG Road
1819,106,evening,Rainy,80.3709,8.738,Urban,Pune,Juhu Beach
617,208,night,Rainy,85.9609,35.6807,Rural,Chennai,Park Street
1941,392,morning,Clear,73.5341,9.6347,Rural,Pune,Park Street
758,427,afternoon,Clear,72.2331,23.1706,Urban,Pune,Park Street
1033,240,evening,Sunny,78.6257,9.648,Rural,Bengaluru,Connaught Place
613,291,night,Clear,87.2707,29.1462,Urban,Hyderabad,Marine Drive
1122,201,afternoon,Clear,88.7958,11.5168,Rural,Bengaluru,Connaught Place
1060,151,afternoon,Clear,82.0871,33.7931,Urban,Pune,Marine Drive
3,467,morning,Foggy,93.0147,11.4115,Suburban,Bengaluru,Juhu Beach
1034,433,afternoon,Sunny,81.4665,20.8224,Suburban,Chennai,Marine Drive
1071,205,evening,Sunny,76.3885,30.6365,Rural,Hyderabad,Park Street
625,144,evening,Rainy,95.6449,34.5106,Urban,Kolkata,Juhu Beach
544,302,night,Rainy,84.6093,28.432,Rural,Chennai,MG Road
1243,382,afternoon,Foggy,77.264,11.1437,Rural,Delhi,Charminar
1915,152,afternoon,Clear,69.12,29.8704,Rural,Hyderabad,Park Street
757,210,evening,Sunny,70.6304,20.0285,Suburban,Kolkata,Park Street
1387,201,morning,Cloudy,94.8742,23.0146,Rural,Delhi,MG Road
287,388,evening,Cloudy,90.0789,31.5106,Urban,Ahmedabad,Charminar
935,331,evening,Clear,87.1502,9.4771,Rural,Delhi,MG Road
1918,416,evening,Sunny,82.0075,27.5222,Rural,Hyderabad,Charminar
1572,168,morning,Foggy,88.9169,9.3998,Urban,Hyderabad,Park Street
1985,90,evening,Foggy,86.7875,10.9858,Suburban,Hyderabad,Charminar
1077,236,evening,Cloudy,92.9561,9.8508,Suburban,Mumbai,MG Road
1583,284,afternoon,Clear,84.8244,24.0021,Rural,Ahmedabad,Connaught Place
1334,143,evening,Rainy,88.7692,15.1883,Urban,Pune,Charminar
943,277,night,Sunny,92.2643,30.3606,Suburban,Kolkata,Connaught Place
801,405,evening,Sunny,72.8774,29.0488,Suburban,Chennai,Charminar
944,117,morning,Foggy,83.2979,16.4584,Suburban,Hyderabad,MG Road
1977,203,morning,Foggy,84.2065,23.0231,Urban,Bengaluru,Marine Drive
1038,339,morning,Cloudy,82.4394,25.3215,Rural,Delhi,Park Street
1017,267,afternoon,Rainy,71.1853,16.2975,Suburban,Ahmedabad,Marine Drive
158,78,afternoon,Sunny,82.2866,36.5262,Rural,Mumbai,Marine Drive
182,404,afternoon,Sunny,93.664,19.7828,Rural,Bengaluru,Juhu Beach
1682,471,night,Rainy,96.2627,31.2806,Urban,Delhi,Connaught Place
587,199,night,Clear,82.6165,27.0293,Suburban,Delhi,MG Road
1865,207,morning,Foggy,93.8506,19.3701,Rural,Bengaluru,Connaught Place
1421,221,morning,Cloudy,86.1874,30.179,Rural,Delhi,Park Street
1098,405,afternoon,Foggy,75.7855,36.1767,Rural,Pune,Juhu Beach
751,389,night,Foggy,82.5796,23.2594,Rural,Kolkata,Juhu Beach
231,424,evening,Cloudy,83.7183,21.8126,Rural,Mumbai,Juhu Beach
917,427,morning,Sunny,85.0133,21.9344,Suburban,Mumbai,Connaught Place
518,224,morning,Sunny,80.69,29.2635,Urban,Bengaluru,Park Street
1151,223,night,Clear,78.2841,28.1652,Rural,Mumbai,MG Road
1174,156,night,Rainy,74.0205,10.8502,Urban,Pune,Park Street
1117,468,evening,Rainy,79.6723,17.082,Rural,Hyderabad,Connaught Place
1634,25,night,Sunny,80.9375,14.9763,Urban,Chennai,Charminar
1372,138,evening,Cloudy,72.6692,17.7529,Suburban,Delhi,Charminar
1080,45,evening,Clear,71.5043,27.6962,Suburban,Hyderabad,Marine Drive
166,470,evening,Foggy,83.192,21.1282,Suburban,Hyderabad,Marine Drive
1999,100,morning,Sunny,87.3914,25.0774,Suburban,Mumbai,MG Road
913,343,afternoon,Sunny,95.3801,32.7177,Rural,Delhi,Connaught Place
537,416,morning,Rainy,86.9905,24.243,Rural,Delhi,Connaught Place
98,89,evening,Clear,82.0613,36.5626,Suburban,Pune,Connaught Place
747,387,night,Foggy,78.5046,16.7903,Urban,Mumbai,Connaught Place
100,361,afternoon,Rainy,92.3799,10.9672,Urban,Kolkata,Park Street
523,69,evening,Foggy,95.6262,16.6958,Rural,Ahmedabad,MG Road
257,256,night,Clear,77.8686,31.0189,Suburban,Delhi,Park Street
414,249,evening,Rainy,78.5768,12.8226,Urban,Bengaluru,MG Road
198,128,afternoon,Foggy,69.8684,18.4087,Rural,Kolkata,Juhu Beach
272,69,evening,Foggy,70.4185,27.6376,Suburban,Bengaluru,Marine Drive
783,118,evening,Foggy,94.6674,9.4019,Urban,Kolkata,Marine Drive
1040,98,evening,Rainy,93.8802,22.0445,Rural,Ahmedabad,MG Road
1953,481,morning,Cloudy,82.1283,14.4918,Rural,Pune,Charminar
73,61,afternoon,Sunny,77.3277,10.305,Urban,Bengaluru,Marine Drive
1699,201,evening,Clear,69.3929,36.655,Suburban,Kolkata,Marine Drive
55,283,morning,Cloudy,76.3619,36.5872,Suburban,Hyderabad,Charminar
1548,44,evening,Clear,83.5977,16.4947,Urban,Hyderabad,Charminar
1561,153,night,Foggy,76.0999,28.0881,Suburban,Kolkata,Charminar
258,312,morning,Rainy,92.9666,29.5064,Rural,Ahmedabad,Charminar
1453,338,morning,Clear,89.9752,33.7526,Urban,Hyderabad,Park Street
1307,397,evening,Sunny,79.473,22.1505,Urban,Ahmedabad,Marine Drive
1270,11,night,Sunny,68.4676,17.1059,Rural,Chennai,Juhu Beach
1457,399,night,Rainy,88.8204,27.6462,Rural,Ahmedabad,Park Street
1113,375,afternoon,Clear,89.2014,32.1096,Urban,Hyderabad,Marine Drive
1626,433,afternoon,Foggy,92.2955,12.513,Rural,Ahmedabad,Juhu Beach
1985,303,afternoon,Foggy,93.7164,9.2837,Suburban,Delhi,Charminar
318,310,afternoon,Foggy,81.3918,14.8903,Urban,Delhi,MG Road
1836,143,evening,Rainy,79.7726,22.8485,Urban,Bengaluru,Juhu Beach
1775,331,morning,Sunny,80.4427,11.11,Urban,Bengaluru,Connaught Place
