crime_rate,crowd_density,time_of_day,weather_condition_encoded,longitude,location_type,city_encoded,place_encoded,safety_score
1787,188,morning,1,70.9447,Urban,4,3,4.289764999999999
1972,319,afternoon,0,84.0437,Suburban,0,0,3.1878150000000005
1136,314,afternoon,0,94.305,Urban,4,0,3.5207500000000005
170,186,evening,3,70.0404,Urban,2,1,5.95598
449,195,night,4,94.8456,Rural,0,0,4.4187199999999995
766,89,afternoon,0,82.1271,Suburban,1,4,4.949644999999999
1487,10,afternoon,0,82.1871,Rural,4,4,4.3836450000000005
424,130,evening,1,73.5261,Urban,7,0,5.639695000000001
904,286,afternoon,2,86.8352,Urban,7,5,4.182240000000001
1972,256,afternoon,3,95.3306,Urban,7,1,2.7494699999999996
1346,446,night,4,87.04,Urban,4,5,3.4099999999999993
1020,448,afternoon,4,93.6215,Rural,3,0,3.4029249999999998
1363,117,night,4,79.9684,Suburban,0,3,4.40458
1783,51,night,4,83.4286,Rural,0,4,3.9435700000000002
1719,118,afternoon,2,71.2324,Urban,0,1,4.48338
221,147,afternoon,0,87.068,Urban,7,5,5.1316
21,156,morning,1,86.6639,Suburban,7,2,5.333805
452,110,afternoon,3,71.0744,Suburban,4,1,5.774279999999999
359,16,afternoon,3,88.1068,Urban,5,5,5.203659999999999
1468,56,morning,0,87.2282,Urban,5,2,4.05859
223,152,evening,3,80.3128,Urban,2,0,5.457359999999999
1417,293,night,0,77.9348,Urban,0,2,4.1002600000000005
1832,430,evening,1,84.4765,Rural,3,5,3.0841749999999983
510,357,afternoon,0,88.1024,Rural,5,2,4.37088
1246,188,night,1,78.3687,Suburban,2,4,4.459565
570,388,evening,4,95.5556,Urban,1,0,3.87622
1768,230,night,4,85.4383,Urban,4,0,3.5000849999999994
168,80,morning,4,69.0252,Suburban,5,5,6.220740000000001
1521,165,night,3,69.8612,Suburban,6,4,4.655939999999999
780,145,morning,0,76.9189,Suburban,6,5,5.084055000000001
214,64,morning,3,79.9972,Rural,4,2,5.6581399999999995
1505,350,afternoon,3,74.8609,Urban,5,0,4.051954999999999
1267,187,afternoon,4,96.236,Suburban,5,2,3.5471999999999992
1429,251,morning,0,72.1423,Suburban,1,0,4.461884999999999
298,212,evening,4,75.3047,Urban,0,2,5.512765
185,376,morning,2,79.1918,Suburban,2,0,5.1034099999999984
63,295,night,1,79.079,Rural,4,0,5.39305
465,414,night,1,81.7262,Urban,0,2,4.620690000000001
1533,265,evening,0,81.7886,Suburban,2,3,3.84757
33,286,night,3,81.2293,Suburban,7,5,5.3335349999999995
290,290,morning,0,72.6364,Suburban,7,3,5.498180000000001
1575,35,morning,0,83.7731,Rural,6,4,4.166345000000001
1900,59,evening,2,78.82,Urban,2,4,4.0409999999999995
1682,297,night,4,77.7806,Suburban,3,4,3.834969999999999
1287,128,morning,2,93.1161,Suburban,3,4,3.8011950000000008
182,182,night,2,69.182,Suburban,7,5,5.994899999999999
1907,252,night,0,80.0951,Rural,1,1,3.584245
1410,203,evening,3,80.3447,Rural,6,3,4.166764999999999
786,445,morning,2,75.7321,Suburban,6,1,4.537395
242,252,evening,3,73.6864,Rural,0,4,5.569679999999999
1448,244,evening,2,77.6247,Rural,1,4,4.182765
960,36,morning,0,94.5676,Urban,6,4,4.2396199999999995
831,132,morning,2,70.7517,Suburban,0,2,5.367415000000001
1814,493,afternoon,3,86.6108,Urban,0,1,2.86946
989,63,night,2,89.1763,Urban,1,2,4.426184999999999
1000,149,night,3,78.8918,Suburban,1,5,4.75741
1415,95,night,1,71.0789,Suburban,4,3,4.841055000000001
244,260,morning,2,96.6242,Urban,3,5,4.40479
884,166,night,0,84.4844,Rural,3,4,4.559779999999999
1630,263,evening,4,95.6124,Suburban,7,1,3.0633799999999995
162,81,morning,2,83.2382,Urban,0,5,5.514089999999998
1057,325,morning,2,75.8193,Rural,7,4,4.502034999999999
107,294,night,4,91.9149,Suburban,3,4,4.7092550000000015
1049,454,evening,0,68.0067,Rural,0,3,4.642665000000001
1448,173,night,3,95.5998,Suburban,7,4,3.426009999999999
117,238,evening,4,68.9651,Urban,1,3,5.958744999999998
160,292,night,4,90.5458,Suburban,1,4,4.72871
1333,110,evening,0,96.257,Suburban,7,3,3.634149999999998
603,456,morning,2,93.8133,Rural,5,3,3.7943349999999993
1203,199,night,0,84.4806,Suburban,7,2,4.174970000000001
1948,386,afternoon,2,94.4244,Urban,7,2,2.5587799999999987
612,252,afternoon,1,83.4197,Rural,2,0,4.7130149999999995
1405,196,evening,3,93.8688,Suburban,1,5,3.5095600000000013
1013,256,night,4,68.2607,Urban,1,1,5.061964999999999
723,267,night,2,71.9572,Urban,2,0,5.145139999999998
627,232,afternoon,3,74.7967,Suburban,1,1,5.169164999999999
116,79,night,3,72.2959,Urban,0,3,6.111205
1836,36,afternoon,2,80.7994,Urban,1,4,4.05203
1143,344,evening,1,71.3249,Rural,1,3,4.602754999999998
85,325,night,2,83.1901,Rural,0,2,5.105494999999999
857,392,afternoon,2,92.6123,Urban,2,4,3.7283849999999994
90,201,night,3,83.1154,Rural,2,3,5.352230000000001
391,48,night,0,80.7655,Urban,1,5,5.474724999999999
388,118,evening,1,79.6391,Suburban,0,2,5.394044999999999
811,399,morning,4,92.8904,Rural,2,1,3.74648
611,424,morning,4,74.6708,Suburban,1,0,4.807459999999999
247,56,afternoon,3,90.1666,Urban,2,0,5.13267
1688,420,afternoon,1,82.8689,Rural,1,2,3.3285549999999997
1915,374,morning,3,80.0152,Suburban,6,3,3.336240000000001
1876,146,night,0,91.239,Urban,4,4,3.2700500000000003
733,473,evening,3,85.1767,Rural,1,5,4.062164999999999
337,224,morning,4,75.8647,Urban,4,2,5.421765
641,494,night,4,89.5162,Rural,7,5,3.8951900000000004
931,80,morning,4,80.0109,Urban,5,1,4.908454999999998
1302,30,evening,1,94.6638,Urban,0,3,3.9048100000000003
1738,406,evening,1,82.5687,Rural,7,2,3.3215649999999997
410,290,evening,0,78.2438,Rural,6,1,5.09781
953,406,afternoon,3,83.0988,Suburban,6,0,4.080060000000001
39,299,afternoon,3,82.0357,Urban,4,3,5.261214999999999
428,52,evening,0,79.1628,Rural,4,2,5.50986
753,149,night,2,86.6841,Rural,5,4,4.614795
1914,150,evening,3,88.9381,Urban,4,5,3.3390950000000004
1492,263,night,1,77.2236,Urban,3,0,4.120819999999998
215,346,afternoon,0,72.8846,Urban,6,3,5.44877
181,493,night,4,80.0367,Urban,2,4,4.831165
699,375,night,1,87.6348,Suburban,6,1,4.16926
1417,257,night,0,96.2689,Urban,5,1,3.255555
1786,446,afternoon,2,93.1436,Rural,2,5,2.6648199999999997
1577,56,morning,1,77.0819,Suburban,1,1,4.456904999999999
139,247,evening,3,73.5252,Suburban,1,1,5.690740000000001
1963,119,morning,3,75.5393,Suburban,2,5,4.022034999999999
411,312,evening,0,73.1726,Urban,0,1,5.306369999999999
1516,157,night,0,88.8004,Urban,7,1,3.7299800000000003
1400,372,evening,0,75.8279,Rural,7,4,4.064605
1243,202,evening,0,80.67,Urban,7,5,4.3195
1259,301,night,0,70.5319,Rural,2,4,4.612404999999999
1678,327,afternoon,4,83.9094,Urban,4,4,3.472529999999999
1206,275,afternoon,1,93.6171,Suburban,4,0,3.5631449999999996
1722,394,afternoon,4,88.375,Urban,0,4,3.07125
670,452,night,0,79.5439,Rural,2,1,4.448805
1748,309,afternoon,2,89.8107,Rural,6,4,3.143465
574,451,afternoon,3,70.9023,Urban,1,5,4.978885000000001
799,56,morning,3,72.1274,Rural,7,2,5.48263
1493,175,night,0,87.7349,Rural,7,3,3.7702549999999997
1485,87,evening,2,72.5409,Urban,7,3,4.713955000000001
1860,102,night,4,95.6204,Rural,4,5,3.15498
1325,374,evening,0,90.5509,Urban,4,0,3.3994550000000006
1535,246,evening,0,71.5186,Suburban,3,4,4.397069999999999
1809,184,evening,1,74.6448,Rural,2,4,4.0907599999999995
225,383,night,2,75.359,Rural,6,3,5.24105
1713,498,afternoon,4,91.0038,Rural,3,0,2.740809999999999
1407,74,morning,4,82.0466,Rural,4,4,4.34267
350,58,night,1,85.4659,Urban,0,5,5.260705000000001
1449,103,night,0,69.0451,Rural,6,3,4.892745
1051,106,night,2,96.5772,Rural,6,2,3.9081399999999995
1841,30,night,4,91.8406,Urban,7,1,3.50697
993,74,evening,4,94.8807,Rural,6,1,4.114965
261,16,night,3,94.9672,Urban,4,3,4.95864
73,51,night,1,82.5657,Suburban,7,1,5.696714999999998
1682,52,afternoon,2,73.1704,Urban,3,0,4.55548
91,310,morning,2,81.9579,Rural,4,3,5.191105000000001
1512,35,evening,3,84.9686,Suburban,1,1,4.169569999999999
1120,195,afternoon,0,70.5796,Suburban,2,2,4.961019999999998
395,343,afternoon,2,68.3609,Suburban,1,2,5.500955
502,137,morning,2,78.3356,Suburban,7,4,5.30722
1867,109,afternoon,0,96.025,Suburban,3,5,3.1137499999999987
881,246,evening,2,72.8474,Suburban,0,2,4.984629999999999
627,390,afternoon,1,81.5448,Rural,5,1,4.51576
1613,60,evening,2,91.1894,Suburban,0,4,3.707530000000001
1660,453,afternoon,4,79.8491,Urban,0,5,3.4415449999999996
1577,208,evening,0,72.9017,Urban,1,1,4.361915
711,158,afternoon,0,85.5136,Rural,1,0,4.697319999999999
1680,233,evening,0,68.3313,Rural,7,0,4.437435
1682,12,morning,4,79.9773,Rural,7,4,4.295135
1844,362,morning,3,70.3764,Suburban,2,3,3.91318
857,483,evening,2,85.7282,Suburban,1,0,3.8905900000000013
1004,7,night,0,80.7201,Urban,5,3,4.945995000000001
1165,237,morning,2,76.5467,Suburban,6,4,4.533665000000001
1846,134,morning,2,71.2411,Suburban,4,4,4.323945
1282,68,evening,2,70.5245,Rural,4,0,5.055775000000001
603,467,evening,3,93.942,Urban,0,5,3.765900000000001
1666,363,evening,3,84.4225,Suburban,5,1,3.386875
1285,376,morning,4,70.8418,Suburban,3,5,4.420909999999999
2,244,afternoon,0,89.3617,Suburban,6,3,5.0419149999999995
917,182,night,0,76.6858,Suburban,5,4,4.884709999999999
311,248,evening,1,70.8572,Suburban,2,0,5.650139999999999
1412,79,morning,4,93.2822,Suburban,3,0,3.7658900000000015
217,97,afternoon,3,87.0603,Rural,2,1,5.235984999999999
1071,371,evening,4,87.8982,Urban,3,3,3.792090000000001
605,46,evening,2,82.2817,Rural,7,3,5.188914999999999
161,127,morning,3,87.8991,Urban,7,2,5.1900450000000005
253,326,night,4,96.4072,Suburban,3,5,4.27464
819,184,afternoon,4,70.8179,Suburban,5,4,5.272104999999999
93,248,afternoon,1,87.9836,Urban,7,4,5.011819999999999
1099,111,evening,1,89.1709,Rural,0,3,4.220455
598,156,night,0,96.6186,Urban,1,4,4.2590699999999995
7,370,night,4,78.8478,Urban,7,2,5.31061
1139,73,night,4,95.4368,Urban,3,0,3.9431599999999998
921,91,night,2,88.9322,Urban,1,2,4.4503900000000005
757,143,evening,2,77.5087,Suburban,7,3,5.081565
1202,468,night,4,93.1773,Suburban,4,2,3.2031349999999996
1929,47,night,1,90.4086,Urban,2,3,3.4565699999999993
1139,237,night,4,79.681,Rural,0,1,4.402950000000001
571,63,afternoon,1,69.4528,Rural,5,2,5.830360000000001
636,319,night,3,95.5255,Urban,6,2,3.949725000000001
923,283,night,3,91.9105,Rural,2,0,3.915474999999999
202,493,afternoon,1,70.6232,Urban,0,4,5.2808399999999995
1006,378,evening,3,78.994,Urban,0,4,4.2883
1162,291,evening,1,69.8101,Urban,1,2,4.765495
598,413,afternoon,0,88.6966,Suburban,7,5,4.141169999999998
629,383,afternoon,3,80.7529,Urban,1,0,4.567355
183,486,night,1,83.8897,Suburban,7,1,4.650515
462,451,morning,3,72.2103,Suburban,6,3,5.025485000000001
6,205,evening,3,87.3388,Suburban,2,4,5.217059999999999
476,53,evening,1,70.3718,Urban,5,2,5.89941
1211,211,morning,1,94.4181,Urban,0,0,3.646094999999999
73,49,morning,2,84.132,Suburban,3,1,5.622399999999998
395,309,evening,2,71.0309,Suburban,6,1,5.435454999999999
1333,336,afternoon,1,89.923,Urban,3,4,3.49885
842,109,afternoon,0,75.1218,Suburban,3,3,5.183909999999999
1360,5,evening,3,76.7297,Urban,5,5,4.793515000000001
296,361,afternoon,1,88.4733,Rural,3,0,4.558335000000001
1426,246,night,0,79.5284,Urban,7,3,4.10558
1921,202,morning,1,73.9469,Urban,0,2,3.9776550000000004
1898,409,evening,2,69.7968,Rural,2,1,3.79416
42,179,morning,1,93.5619,Suburban,7,2,4.921905
70,214,night,1,69.3503,Rural,0,1,6.034484999999998
989,187,night,0,86.7002,Rural,0,3,4.301989999999999
1278,111,evening,0,89.7253,Rural,0,4,4.013735
619,485,afternoon,1,79.8259,Suburban,7,0,4.419704999999999
1832,279,evening,2,87.4524,Rural,6,5,3.237379999999999
311,234,afternoon,3,80.9423,Rural,7,4,5.173884999999999
559,446,evening,3,93.2144,Suburban,5,0,3.888280000000001
363,366,morning,2,77.2685,Suburban,3,4,5.041575000000001
323,446,evening,4,94.0694,Suburban,4,1,4.08153
1984,282,morning,2,81.9203,Rural,0,0,3.3559849999999996
1593,243,afternoon,3,72.2686,Urban,3,2,4.30757
1406,275,morning,1,83.2527,Urban,6,3,3.881364999999998
1271,113,night,2,76.7997,Suburban,6,4,4.663014999999998
1333,159,morning,4,89.5484,Rural,1,0,3.87158
336,130,morning,1,88.4894,Rural,7,0,4.97953
218,360,afternoon,4,78.878,Rural,3,2,5.118099999999999
1990,264,night,3,69.5962,Urban,5,3,4.002189999999999
275,195,morning,2,68.7305,Suburban,3,0,5.898474999999999
281,235,night,4,75.035,Suburban,0,4,5.497249999999999
539,350,night,1,90.2271,Urban,4,1,4.249645000000001
424,212,afternoon,1,70.9143,Urban,5,0,5.6062850000000015
73,157,afternoon,0,81.7523,Urban,4,1,5.525384999999999
498,366,evening,4,86.7871,Rural,1,5,4.430645000000001
1732,138,evening,3,77.4511,Suburban,5,5,4.119445000000001
1620,465,night,4,77.4432,Rural,1,2,3.577839999999999
1185,470,afternoon,2,84.7978,Rural,3,1,3.635109999999999
975,151,evening,1,95.7646,Suburban,0,5,3.9347700000000003
600,88,morning,2,79.2816,Suburban,7,5,5.25992
754,338,morning,1,87.8817,Urban,6,3,4.175915000000001
315,357,afternoon,1,76.6688,Urban,1,5,5.13756
544,14,morning,1,73.536,Rural,5,1,5.751199999999999
522,149,night,3,72.7057,Urban,1,4,5.544715
1226,243,morning,0,94.3904,Urban,7,0,3.56848
229,270,morning,3,77.0374,Rural,6,5,5.379130000000002
1784,415,evening,4,80.039,Rural,0,3,3.3840499999999993
1724,400,morning,4,72.9181,Urban,1,1,3.830095
1063,30,evening,3,94.3221,Urban,7,3,4.160894999999998
1846,135,afternoon,3,93.3436,Rural,6,5,3.2168200000000002
735,473,evening,2,85.3948,Rural,1,1,4.04926
1407,49,evening,4,86.1061,Suburban,1,3,4.1896949999999995
920,392,night,3,81.7484,Suburban,6,1,4.208579999999999
54,417,afternoon,4,94.8523,Suburban,4,4,4.369385
562,178,evening,4,92.8726,Urban,7,2,4.43837
177,497,morning,1,68.0903,Suburban,2,3,5.424485000000001
525,96,morning,4,93.0474,Rural,3,1,4.630629999999999
1768,188,morning,1,92.9829,Suburban,7,1,3.206854999999999
647,150,night,0,71.9683,Rural,6,1,5.454584999999999
1965,166,night,1,86.6335,Urban,0,1,3.3713250000000006
969,191,afternoon,1,81.5958,Urban,3,5,4.569210000000001
127,343,morning,3,73.2016,Urban,3,4,5.526919999999999
1725,61,afternoon,0,82.7494,Urban,0,3,4.015530000000001
501,208,evening,4,76.6687,Rural,6,2,5.2495650000000005
752,457,night,0,90.562,Suburban,0,0,3.8058999999999994
460,132,morning,4,89.8653,Rural,6,2,4.782735
1699,407,afternoon,3,95.0794,Suburban,2,2,2.7330299999999994
1518,207,evening,1,87.0493,Rural,7,5,3.715534999999999
979,369,evening,1,95.3185,Suburban,7,3,3.517075000000001
1661,6,night,3,83.4949,Rural,5,2,4.152254999999999
137,51,morning,1,79.5607,Suburban,5,0,5.782964999999999
150,222,night,1,93.8816,Rural,0,1,4.711919999999998
297,322,evening,1,95.8299,Suburban,1,1,4.267504999999999
696,320,night,3,89.8211,Rural,3,1,4.1729449999999995
1202,16,morning,1,76.0229,Rural,4,4,4.964855
1962,264,evening,0,79.5374,Rural,1,0,3.5331299999999994
565,462,night,4,79.7482,Rural,3,4,4.52359
177,475,night,4,85.2834,Urban,0,4,4.608830000000001
919,304,evening,3,94.2661,Suburban,7,5,3.759694999999999
1171,322,morning,3,87.939,Suburban,2,5,3.788050000000001
705,286,evening,2,88.5703,Rural,1,3,4.294484999999999
679,208,afternoon,2,76.8433,Suburban,5,5,5.062835
280,445,evening,0,85.2132,Rural,7,3,4.5693399999999995
296,47,afternoon,0,90.8397,Suburban,7,1,5.068015000000002
1572,18,evening,2,92.995,Rural,0,1,3.742250000000001
972,421,evening,0,92.9216,Urban,7,2,3.5399199999999995
175,123,night,4,89.5976,Urban,2,0,5.099119999999998
1416,43,evening,2,94.2632,Rural,6,2,3.784839999999999
558,325,night,3,89.4049,Rural,7,4,4.321755
510,471,evening,4,78.0707,Rural,1,1,4.644465
1756,259,morning,4,72.011,Urban,3,0,4.12545
1534,63,night,3,82.7565,Rural,2,2,4.2021749999999995
1283,234,night,1,92.8461,Rural,4,1,3.606695
1570,438,afternoon,4,83.9585,Rural,2,5,3.356074999999999
156,59,morning,3,68.6878,Rural,4,1,6.291609999999999
1246,400,morning,1,83.4146,Rural,5,0,3.78327
1693,116,afternoon,1,96.7952,Rural,1,5,3.235240000000001
176,4,afternoon,4,82.9178,Rural,3,3,5.67011
1522,470,night,1,95.9591,Rural,5,4,2.7400449999999985
1304,450,night,0,78.7078,Suburban,0,0,3.860609999999999
616,343,morning,4,88.4714,Rural,7,3,4.27443
1045,168,morning,0,74.3651,Suburban,4,4,4.900745
1193,45,afternoon,4,88.6504,Rural,5,0,4.28448
672,477,morning,3,75.7873,Suburban,6,4,4.584634999999999
1643,2,afternoon,2,95.5913,Suburban,5,0,3.573434999999999
162,268,night,1,72.8252,Suburban,7,1,5.66074
1714,407,evening,0,90.7988,Urban,3,0,2.932059999999999
784,387,night,0,78.2207,Suburban,4,3,4.530965
765,218,evening,0,96.9922,Urban,5,3,3.9493899999999993
1859,143,morning,2,92.7982,Suburban,6,4,3.215090000000001
1373,372,morning,1,71.1303,Suburban,1,2,4.326485
714,131,night,1,70.9698,Suburban,2,2,5.475509999999998
1145,68,night,0,69.3928,Rural,1,5,5.249360000000001
1657,219,afternoon,1,78.8175,Urban,3,3,3.964125
638,27,evening,1,82.5619,Rural,0,0,5.179905
882,453,night,4,79.8436,Rural,4,2,4.21982
1013,85,night,3,68.0279,Suburban,7,3,5.415604999999999
1413,181,evening,0,72.6118,Urban,7,5,4.59441
1243,373,morning,2,81.2251,Suburban,2,5,3.949744999999999
1883,129,morning,4,95.2554,Rural,5,1,3.096230000000001
1788,304,evening,3,85.7707,Urban,2,3,3.3154649999999997
1360,46,morning,4,79.9922,Suburban,6,0,4.5483899999999995
500,215,afternoon,0,91.7629,Rural,1,3,4.481855
581,423,morning,2,89.025,Suburban,6,3,4.12175
1042,191,morning,4,83.8615,Suburban,7,3,4.382925
1636,474,night,1,88.7677,Suburban,6,1,2.977615
1143,355,morning,3,78.3618,Rural,0,2,4.228909999999998
223,300,evening,1,91.6728,Urban,7,3,4.59336
683,251,night,3,85.9741,Suburban,7,2,4.516294999999999
1201,178,morning,1,69.749,Urban,5,2,4.95555
497,92,afternoon,0,86.3231,Suburban,4,2,5.002845000000001
1533,246,night,2,77.0213,Rural,4,5,4.123935
1410,333,afternoon,0,72.6142,Suburban,4,0,4.293289999999999
43,178,night,3,77.1953,Rural,4,2,5.7412350000000005
606,29,night,0,76.759,Suburban,6,2,5.49805
52,479,evening,0,72.221,Urban,3,3,5.37895
1340,182,morning,2,74.7866,Rural,0,2,4.556669999999999
221,399,afternoon,4,70.6259,Suburban,7,2,5.449705
1352,59,night,1,75.3,Rural,6,3,4.764999999999999
1838,204,evening,1,73.7444,Urban,1,4,4.066779999999999
1153,470,morning,4,75.8662,Rural,6,1,4.113689999999998
1342,487,morning,0,84.4944,Urban,4,1,3.459279999999999
104,266,morning,0,85.6359,Urban,1,5,5.082205
1111,132,morning,4,92.5075,Suburban,0,2,3.999625
128,487,afternoon,3,74.3803,Rural,7,5,5.178984999999999
470,386,afternoon,0,91.903,Suburban,1,0,4.162849999999999
1538,116,evening,1,89.457,Rural,3,4,3.75715
63,220,night,2,95.9474,Suburban,7,4,4.69963
130,241,morning,3,89.178,Urban,5,4,4.9291
871,334,morning,2,69.7268,Urban,0,1,4.97466
1641,490,afternoon,4,81.5904,Suburban,1,4,3.299479999999999
33,165,morning,1,69.8368,Suburban,2,4,6.145160000000001
1118,140,afternoon,1,77.6436,Urban,6,3,4.71982
1415,356,night,4,89.3164,Urban,0,5,3.407180000000001
1029,257,morning,1,83.5772,Suburban,1,0,4.2781400000000005
1717,187,evening,4,69.3918,Urban,4,5,4.43941
879,89,night,4,86.591,Urban,4,5,4.613449999999999
1716,69,evening,1,77.2581,Rural,1,5,4.283095000000001
217,81,evening,0,96.5841,Urban,1,0,4.791794999999998
1113,52,night,1,68.1655,Rural,5,1,5.3747250000000015
336,185,evening,1,70.1939,Urban,4,4,5.784305
920,249,evening,4,72.4883,Urban,0,0,4.957585000000001
614,191,afternoon,2,70.8207,Rural,4,2,5.462964999999999
1251,346,night,3,70.6016,Urban,6,2,4.5269200000000005
892,400,afternoon,1,92.9928,Urban,0,5,3.658359999999999
1623,20,evening,4,75.9245,Rural,6,4,4.540775000000002
1922,339,evening,2,70.1731,Suburban,2,3,3.891344999999999
844,487,afternoon,4,84.3949,Urban,7,3,3.962255
1286,163,morning,1,80.5466,Suburban,7,0,4.36067
1748,458,morning,1,85.8531,Urban,6,4,3.0433450000000004
423,79,night,1,77.2992,Rural,0,3,5.5540400000000005
946,257,evening,0,90.8831,Suburban,0,0,3.995845000000001
1752,230,morning,3,83.2016,Urban,0,5,3.6279199999999996
881,146,afternoon,4,71.9165,Rural,4,3,5.231175
347,211,night,3,68.2347,Rural,4,2,5.819265
1180,231,morning,4,80.8041,Urban,4,0,4.317795
1529,496,evening,1,90.6773,Suburban,3,4,2.9451349999999996
1773,485,morning,1,78.7865,Rural,0,0,3.3176750000000004
765,97,morning,2,69.7156,Rural,7,5,5.5552199999999985
1475,172,afternoon,0,84.1584,Urban,5,4,3.9730800000000004
614,436,night,3,94.3099,Rural,2,4,3.7985049999999996
247,196,evening,4,74.9935,Suburban,6,4,5.611325000000001
466,164,evening,4,85.6959,Urban,6,5,4.921205000000001
50,445,afternoon,3,88.2371,Rural,5,4,4.648144999999999
251,117,evening,3,70.9842,Rural,4,4,5.96579
1288,184,afternoon,3,81.4196,Rural,5,4,4.273019999999999
1650,205,evening,4,81.5567,Suburban,6,4,3.862164999999999
1877,38,morning,0,83.8703,Suburban,2,5,3.8534849999999983
1433,213,night,4,73.4823,Urban,4,0,4.4668849999999996
1049,189,afternoon,4,73.1814,Urban,5,2,4.913930000000001
857,154,night,2,81.8972,Suburban,0,3,4.740140000000001
1056,220,afternoon,1,95.8925,Urban,3,0,3.7093749999999996
1632,352,night,4,68.1025,Urban,0,0,4.258875
208,290,afternoon,3,68.118,Suburban,1,4,5.8061
511,170,afternoon,1,83.5759,Suburban,5,4,4.970205000000001
928,174,afternoon,2,89.2415,Suburban,3,4,4.261924999999998
1777,1,afternoon,4,81.8115,Suburban,3,3,4.130424999999998
121,178,night,3,96.0232,Suburban,1,5,4.721839999999999
1367,366,morning,3,79.6971,Urban,3,0,3.9161449999999984
1551,12,afternoon,3,82.8381,Rural,5,5,4.283095
393,149,morning,4,79.6514,Rural,7,4,5.326429999999999
818,427,afternoon,3,69.272,Rural,2,5,4.864400000000001
1961,216,night,3,72.0019,Rural,4,0,4.006904999999999
1214,395,evening,4,81.2392,Urban,6,3,3.9340399999999995
1569,251,evening,4,72.665,Urban,3,4,4.295750000000001
1540,333,morning,4,78.3193,Urban,1,0,3.8780350000000006
252,42,night,2,76.8156,Rural,5,4,5.823219999999999
982,187,night,2,91.7307,Urban,2,5,4.057465
255,53,night,1,81.7425,Rural,2,2,5.551874999999999
1223,148,evening,0,86.3985,Rural,0,3,4.161074999999999
243,395,night,4,74.5119,Urban,4,4,5.2414049999999985
663,259,afternoon,0,81.9376,Suburban,3,1,4.7221199999999985
1439,277,evening,1,87.9973,Rural,0,5,3.6071349999999995
176,35,morning,3,69.7872,Suburban,0,5,6.26464
574,48,morning,3,73.1033,Urban,0,5,5.674835
196,48,evening,4,69.2581,Suburban,1,4,6.245095
1667,454,morning,2,74.3281,Suburban,5,0,3.7085949999999994
435,160,evening,2,94.6356,Rural,2,3,4.51322
1427,59,evening,3,94.3632,Urban,7,1,3.73684
1064,351,evening,3,87.8046,Urban,3,5,3.84377
493,323,evening,0,89.6939,Rural,1,3,4.376304999999999
470,62,afternoon,1,89.007,Suburban,4,2,4.955649999999999
78,23,night,4,89.2324,Suburban,3,0,5.414380000000001
321,450,afternoon,1,86.126,Suburban,2,4,4.4727
1385,66,evening,3,95.0252,Suburban,4,5,3.7317400000000003
1473,440,evening,1,76.605,Rural,1,5,3.816749999999999
1752,488,evening,0,77.4143,Suburban,4,2,3.4012849999999992
852,327,night,0,82.6647,Urban,3,0,4.360765
1355,467,morning,1,87.8153,Rural,1,4,3.3202349999999994
1760,110,evening,0,68.254,Rural,2,1,4.607299999999999
409,475,evening,2,92.1714,Rural,7,2,4.03243
1628,446,morning,4,69.4612,Urban,1,4,4.006939999999999
451,307,night,3,83.9273,Suburban,6,5,4.738634999999999
1206,134,afternoon,4,79.7254,Rural,1,1,4.5397300000000005
1391,428,morning,1,86.4588,Rural,6,5,3.43006
1420,226,morning,2,91.584,Suburban,4,4,3.5488
1526,447,afternoon,4,88.7171,Urban,6,3,3.144145
1971,228,afternoon,3,85.8398,Rural,4,0,3.2810099999999993
1153,492,morning,1,70.3771,Urban,7,2,4.344144999999999
329,412,morning,3,86.2008,Suburban,1,0,4.53696
116,2,morning,4,91.0542,Suburban,4,2,5.3272900000000005
970,445,afternoon,1,70.2261,Urban,3,1,4.628694999999999
1028,120,evening,2,69.8505,Suburban,0,5,5.239474999999999
1348,323,evening,1,81.6054,Urban,1,2,3.925729999999998
1580,148,evening,0,69.705,Rural,0,4,4.63875
1692,189,night,4,79.7839,Rural,0,4,3.9408049999999992
1357,91,afternoon,3,73.1678,Urban,3,1,4.80261
1407,79,afternoon,1,74.0568,Suburban,5,2,4.73216
1893,334,night,0,75.3746,Rural,1,1,3.670269999999999
635,127,evening,4,94.4445,Rural,1,4,4.388775
37,402,afternoon,4,68.6832,Suburban,1,3,5.724839999999999
1366,114,morning,3,80.1722,Urban,4,3,4.397390000000001
387,61,morning,3,92.3146,Urban,1,3,4.8752699999999995
800,166,evening,3,77.7888,Suburban,0,4,4.978559999999998
1109,322,evening,3,89.893,Urban,7,4,3.75235
874,476,afternoon,3,81.4136,Urban,0,5,4.103319999999999
1055,338,morning,1,86.3869,Rural,0,4,3.949655
1357,319,evening,3,82.6882,Rural,1,1,3.870590000000001
285,44,night,4,85.1487,Suburban,7,5,5.369565000000001
836,347,night,4,76.1584,Rural,7,1,4.662079999999999
16,199,night,2,71.4123,Suburban,6,4,6.015385
1559,165,evening,0,89.9479,Urban,4,1,3.6136050000000006
1715,177,morning,1,86.2582,Urban,3,2,3.6180899999999996
1156,415,morning,1,75.55,Urban,6,0,4.2364999999999995
221,437,morning,2,94.76,Suburban,1,5,4.166999999999999
935,117,morning,3,88.3847,Urban,0,0,4.411765
831,31,night,4,93.8619,Suburban,3,2,4.413905000000001
1128,239,afternoon,3,96.8282,Rural,0,2,3.5525900000000004
