crime_rate,crowd_density,time_of_day,weather_condition_encoded,longitude,location_type,city_encoded,place_encoded,safety_score
3.76,9.17,11,2,77.9158,0,10,0,6.81
4.11,5.97,0,1,77.3953,0,6,15,5.14
1.6,3.32,22,2,77.7439,0,8,3,8.66
9.34,0.68,8,2,77.2903,1,8,2,2.89
7.62,4.92,2,2,77.8691,2,9,10,3.94
0.01,5.98,22,1,77.4446,2,7,6,7.97
4.23,0.45,2,1,77.1597,2,6,11,3.58
9.5,6.53,17,2,77.6238,1,7,13,8.32
1.14,2.85,7,0,77.5179,1,9,18,6.93
4.33,7.05,21,0,77.1934,0,1,15,2.36
9.12,9.36,4,1,77.4302,0,10,3,1.78
9.04,9.0,7,2,77.7675,1,4,13,3.79
3.88,8.6,5,2,77.4435,0,5,9,3.07
7.78,7.42,23,1,77.1023,0,4,12,0.74
8.92,8.2,16,0,77.1996,2,3,14,4.78
7.16,5.24,6,1,77.4597,0,2,17,7.96
5.33,6.05,5,2,77.9936,0,3,5,5.18
4.9,6.89,10,0,77.3545,0,5,4,7.64
9.59,8.25,16,0,77.2662,0,9,19,3.2
5.49,5.35,3,0,77.1049,2,4,7,5.24
1.0,8.75,17,2,77.858,1,9,2,9.17
9.85,6.25,19,0,77.0978,2,9,2,5.65
5.2,3.04,4,2,77.6875,0,1,8,5.81
9.13,5.49,14,0,77.2239,1,0,17,6.39
2.52,4.13,3,1,77.142,1,6,20,7.59
0.81,1.16,7,1,77.2169,2,10,17,8.46
1.32,9.23,6,2,77.0853,1,2,20,8.67
9.21,0.94,10,1,77.9975,1,2,2,3.31
5.9,7.59,2,2,77.4674,1,4,12,3.54
8.74,0.52,19,2,77.7286,0,5,11,3.86
2.98,9.1,1,2,77.0836,2,2,14,5.04
0.69,0.6,3,0,77.5979,2,9,6,4.14
7.39,8.89,20,2,77.2299,2,3,6,1.82
0.08,2.13,0,2,77.222,1,2,1,5.58
2.73,2.23,7,2,77.339,2,6,13,6.6
7.83,2.49,2,1,77.2731,1,2,19,0.22
7.91,8.46,20,2,77.371,0,0,7,1.61
1.72,8.47,10,1,77.1326,0,8,8,7.1
1.27,0.71,7,0,77.4326,0,3,19,5.99
8.01,7.75,22,0,77.0438,1,5,9,1.21
1.67,1.06,3,1,77.9665,2,8,13,4.36
8.52,7.58,15,1,77.4207,0,9,8,4.96
2.7,2.78,15,2,77.5757,0,6,19,8.31
6.57,0.11,4,1,77.1704,2,1,6,2.51
8.53,2.88,13,0,77.3601,2,1,6,4.02
7.56,5.56,19,0,77.6082,2,3,14,5.24
7.72,7.21,5,2,77.208,2,9,14,2.17
8.16,5.38,13,0,77.176,2,7,18,6.51
9.03,1.46,17,2,77.5818,0,9,1,4.05
7.88,9.29,17,0,77.5812,2,9,15,4.0
6.58,2.28,16,2,77.6744,0,9,12,5.34
8.74,9.56,13,1,77.8478,0,3,13,4.52
9.21,0.71,6,2,77.8769,2,8,13,4.77
8.84,2.05,4,1,77.9162,1,3,20,0.95
0.06,6.02,11,2,77.9407,0,2,12,10.0
7.69,6.66,23,2,77.6805,2,4,2,5.6
9.89,4.28,6,0,77.7364,1,3,11,5.75
1.2,7.76,19,0,77.8135,2,5,19,7.18
5.99,7.18,22,0,77.2853,0,3,9,2.33
6.7,7.35,5,2,77.1971,0,9,6,3.29
7.6,6.62,1,0,77.6073,1,7,5,3.97
2.67,6.92,18,2,77.3033,0,5,17,9.53
0.91,5.61,7,2,77.6363,0,3,10,10.0
3.5,6.0,14,0,77.2103,1,4,1,9.97
7.53,4.23,4,2,77.6745,2,6,17,4.1
0.23,0.96,21,0,77.5804,2,0,0,3.23
9.07,2.03,3,0,77.416,0,0,16,0.0
5.32,4.44,23,1,77.7751,0,9,20,4.35
6.64,0.6,10,0,77.7323,1,4,19,3.5
4.14,8.83,11,0,77.3271,0,10,15,6.09
4.12,7.01,16,2,77.3981,1,9,16,8.79
8.69,4.19,17,2,77.1698,0,7,7,7.38
2.45,5.05,13,0,77.2138,2,9,18,9.03
6.13,6.29,15,0,77.6427,2,3,1,7.63
0.28,4.98,20,1,77.8168,1,10,15,7.13
5.26,8.84,19,1,77.6358,1,7,20,5.27
2.66,9.73,17,0,77.3445,0,6,2,6.92
6.21,2.27,4,2,77.4298,2,4,7,2.51
8.94,4.36,21,0,77.8835,1,5,13,2.54
6.94,0.68,6,0,77.3352,1,5,20,3.59
2.07,8.03,1,1,77.5837,2,9,4,5.19
3.85,1.45,19,1,77.7283,0,1,0,5.31
2.53,3.83,10,2,77.9466,0,5,6,10.0
9.89,3.04,16,2,77.471,1,9,16,8.33
6.12,2.96,7,2,77.7075,1,8,18,5.11
2.75,3.1,5,0,77.966,0,2,3,5.37
6.67,3.93,7,2,77.2185,0,5,11,7.76
5.94,8.78,12,1,77.2781,2,7,16,7.05
3.8,4.23,23,0,77.2325,0,0,7,4.9
3.76,0.64,6,0,77.6123,1,4,17,4.51
9.98,4.47,11,1,77.1937,2,2,6,6.41
9.91,4.65,4,0,77.1035,1,2,12,2.04
3.84,8.7,11,0,77.4644,1,5,2,5.42
6.01,1.56,6,1,77.509,2,0,8,4.99
3.34,3.51,8,1,77.4125,2,4,2,8.54
8.2,5.34,22,0,77.3927,1,10,3,3.07
3.3,2.49,17,2,77.7874,2,0,14,8.76
8.09,1.66,20,0,77.4364,2,3,2,0.3
9.7,9.95,6,2,77.96,2,10,2,4.8
8.14,4.36,5,2,77.0758,2,6,8,3.45
0.66,5.51,0,2,77.5774,2,2,11,8.41
9.15,3.17,6,1,77.7351,2,2,8,6.17
3.94,5.77,3,2,77.4149,1,1,4,6.95
4.65,3.9,10,2,77.2137,0,3,20,9.39
2.29,8.72,20,0,77.0174,2,2,3,2.92
6.41,4.57,11,0,77.5399,1,10,16,7.67
2.86,1.25,7,0,77.7292,1,8,11,6.2
1.38,2.3,17,0,77.7369,1,5,13,7.07
3.99,6.33,8,1,77.3175,2,9,3,9.24
7.27,6.08,5,0,77.629,1,8,0,4.04
1.36,6.27,10,2,77.1706,2,7,19,10.0
5.14,3.89,12,2,77.6801,0,8,6,9.23
6.88,6.28,9,2,77.805,1,8,13,8.4
0.23,4.63,20,0,77.0871,0,5,4,6.02
6.97,5.99,17,0,77.8261,0,8,12,8.18
2.34,0.44,6,2,77.6846,2,3,20,6.55
3.16,0.54,14,0,77.561,0,8,2,7.33
1.08,1.18,4,2,77.6278,0,1,9,4.0
2.86,3.31,18,1,77.4497,0,8,13,9.96
3.64,7.09,18,0,77.3513,0,6,19,5.78
6.05,4.31,5,1,77.2277,1,5,19,4.55
6.45,6.97,15,2,77.9339,0,4,16,9.91
9.36,3.11,4,1,77.1422,2,10,1,3.95
8.93,1.98,22,0,77.569,0,8,3,0.0
1.64,7.32,9,1,77.6746,2,3,12,7.79
0.98,1.33,23,2,77.4735,0,6,16,4.87
1.95,4.06,7,1,77.1675,0,7,20,10.0
4.54,4.67,12,1,77.895,0,9,3,9.67
9.63,6.14,0,1,77.7944,0,7,9,3.47
7.63,5.91,19,1,77.9621,1,6,20,7.91
8.1,8.21,17,2,77.6528,2,5,13,6.55
9.14,9.97,9,1,77.5292,1,6,0,3.39
6.89,7.04,22,1,77.4568,1,3,6,2.86
3.43,2.39,9,2,77.0386,1,6,10,6.5
6.2,4.49,18,2,77.3477,0,2,16,7.49
0.99,6.23,4,0,77.0803,1,1,12,6.82
7.56,2.58,7,0,77.023,2,2,12,4.07
9.69,8.2,11,0,77.61,0,0,17,3.36
7.29,3.43,7,0,77.6902,2,0,5,6.33
6.58,2.8,19,0,77.746,0,10,14,3.54
6.64,1.33,10,0,77.1532,0,7,5,4.56
4.3,6.97,2,2,77.7216,2,0,13,5.64
2.18,0.15,5,2,77.2494,1,9,4,3.59
1.79,9.94,4,2,77.0024,0,2,11,4.8
4.34,5.05,8,1,77.0194,2,5,7,8.98
4.53,9.05,0,1,77.9742,1,7,9,2.39
0.03,9.01,23,0,77.6307,2,0,1,3.94
3.04,6.05,0,0,77.0615,1,1,1,5.89
0.5,8.6,2,1,77.1568,0,2,8,4.54
6.57,0.97,12,2,77.7927,0,10,12,7.21
2.64,0.12,1,0,77.1599,0,9,17,1.94
5.55,4.77,23,0,77.3314,1,8,9,4.95
3.96,2.03,8,2,77.4707,2,6,3,6.83
3.41,1.19,19,1,77.7671,1,10,15,5.71
4.01,9.49,9,0,77.0486,2,7,1,4.72
0.36,9.94,6,2,77.7767,1,8,16,7.83
0.16,7.12,11,2,77.3446,0,10,6,8.08
9.84,4.12,20,0,77.834,0,1,15,2.61
4.16,6.69,11,2,77.0035,2,5,17,9.83
8.31,2.64,14,2,77.6399,1,10,17,5.58
0.67,7.29,15,0,77.0554,2,2,11,8.09
7.72,7.02,20,1,77.9378,2,4,6,0.89
8.23,7.3,16,2,77.6825,1,10,1,6.75
3.86,1.29,10,2,77.0626,1,4,1,5.94
0.11,5.72,0,0,77.1971,0,7,2,7.26
3.26,3.52,4,2,77.4968,0,5,18,5.88
2.28,0.95,14,2,77.6013,2,4,3,8.57
3.97,3.07,15,2,77.3692,1,8,1,10.0
9.73,4.22,16,1,77.4492,0,7,9,6.42
9.01,4.44,5,2,77.4535,1,3,16,3.0
5.2,9.35,14,1,77.4145,1,2,7,6.59
4.97,0.97,19,0,77.0386,0,2,6,4.84
3.77,6.18,9,2,77.5171,2,2,0,10.0
2.98,1.46,7,2,77.2861,2,2,5,6.45
9.78,6.66,1,2,77.3779,0,10,11,3.89
9.19,5.67,21,2,77.5411,2,8,13,4.07
0.49,8.32,17,2,77.784,0,6,14,10.0
7.24,7.12,22,0,77.6079,1,4,17,1.55
7.75,9.16,6,0,77.8225,0,1,0,4.38
9.31,1.9,7,1,77.1273,2,8,11,4.27
0.53,0.02,16,2,77.8761,1,5,15,8.31
0.86,0.93,12,1,77.2889,1,7,19,8.6
5.88,8.3,20,2,77.0826,0,0,18,3.44
8.71,9.49,15,0,77.8535,2,9,14,5.01
2.74,7.86,15,1,77.1748,2,4,17,8.84
7.17,0.19,20,2,77.4661,1,3,11,2.25
8.48,8.86,10,0,77.9658,0,8,17,3.02
1.37,1.79,1,2,77.9927,1,7,17,4.73
7.91,2.9,10,0,77.6913,2,2,11,3.57
3.6,4.48,4,0,77.5815,2,9,9,5.0
7.26,4.13,5,2,77.4869,2,3,5,4.29
5.64,9.57,18,0,77.4453,1,5,16,5.26
1.82,3.62,3,0,77.9317,0,3,12,5.2
2.65,4.15,4,1,77.7217,2,9,6,7.22
9.38,3.41,9,1,77.6413,1,7,17,5.57
4.75,6.35,3,1,77.8023,1,9,13,5.25
9.07,0.15,5,2,77.2568,2,9,17,1.06
2.18,1.66,4,1,77.3155,2,8,16,4.1
1.93,9.5,14,2,77.3769,1,10,7,9.85
9.05,1.62,3,2,77.173,1,8,13,0.95
1.97,3.02,7,0,77.4792,1,0,10,9.92
8.53,4.3,8,0,77.1639,0,4,8,5.61
7.53,0.71,13,2,77.5893,1,3,9,5.43
8.49,1.42,21,1,77.2413,1,7,19,1.58
2.19,6.36,21,2,77.2703,2,0,10,7.97
9.49,4.39,18,2,77.9769,2,4,15,6.24
2.89,7.02,3,0,77.7783,0,5,1,2.28
8.5,8.69,13,2,77.5262,1,2,8,5.76
7.92,5.69,23,1,77.2126,1,7,0,4.6
7.94,4.99,16,0,77.643,1,6,16,6.28
7.79,7.82,8,1,77.442,0,3,7,5.4
0.24,1.1,21,2,77.6041,2,7,10,4.63
9.53,6.65,11,1,77.8772,1,10,2,5.64
5.47,1.89,5,1,77.2841,2,7,12,1.54
9.88,3.26,20,0,77.8486,2,1,5,2.99
7.81,7.74,18,0,77.7622,0,0,13,3.29
1.31,6.0,23,1,77.4559,0,1,8,7.37
6.48,0.04,3,0,77.0061,2,3,8,0.8
2.66,1.32,3,1,77.3291,2,8,13,3.51
2.7,6.78,4,1,77.8368,1,6,7,7.35
0.48,8.85,20,1,77.4293,1,3,7,5.97
5.6,8.13,15,1,77.4219,0,0,17,7.43
3.7,3.24,11,2,77.3168,0,8,13,9.92
9.43,3.85,0,1,77.6141,0,1,11,2.81
5.52,0.19,18,0,77.0796,2,9,13,4.3
3.52,4.43,17,1,77.6659,1,5,17,9.54
1.37,5.96,13,0,77.979,0,1,16,10.0
0.61,2.74,6,1,77.3478,0,6,13,6.79
4.38,5.33,14,1,77.2989,0,5,11,10.0
1.72,7.08,16,2,77.1274,0,7,12,9.22
4.93,9.56,0,1,77.019,1,6,3,2.64
3.85,5.07,13,2,77.5782,1,3,7,10.0
7.14,6.66,13,2,77.6876,1,3,9,9.75
8.95,6.07,8,1,77.0147,2,3,2,6.04
0.52,2.73,12,1,77.1989,2,1,9,9.6
9.56,6.06,17,2,77.5851,0,1,6,7.93
5.08,7.61,12,2,77.1676,1,4,3,7.46
1.86,8.72,20,2,77.7535,0,10,9,4.82
0.07,4.26,6,2,77.4433,2,1,18,10.0
0.08,2.16,23,2,77.2742,2,3,15,6.22
7.68,4.99,15,1,77.2203,0,3,7,7.55
1.75,4.73,22,0,77.4238,0,5,6,6.06
6.09,3.61,19,2,77.5368,2,0,4,7.96
9.87,4.95,0,2,77.2954,0,3,4,2.9
1.69,3.14,9,2,77.1216,0,7,3,10.0
6.55,1.63,13,2,77.9352,2,8,8,5.87
9.84,6.87,12,2,77.8112,2,9,19,7.51
0.7,8.32,10,0,77.1665,2,7,12,7.88
7.92,7.69,11,2,77.0222,2,5,8,5.24
6.69,0.75,1,1,77.9307,2,0,2,1.55
6.0,1.83,10,0,77.9503,0,6,5,3.38
3.25,3.52,10,1,77.3484,1,6,16,10.0
8.57,9.62,17,1,77.3208,1,5,4,5.71
9.97,4.64,2,0,77.8037,1,5,0,1.57
6.66,7.94,11,0,77.741,1,2,9,3.73
3.8,0.48,18,0,77.085,1,3,11,6.0
9.43,7.31,7,0,77.031,1,2,4,3.56
6.43,3.51,12,1,77.1989,1,10,7,9.48
4.07,8.24,3,2,77.9933,0,3,5,3.44
4.36,5.18,0,2,77.6802,0,2,15,5.56
5.31,7.45,10,0,77.3142,1,9,5,4.41
2.67,9.45,1,2,77.3929,2,10,10,5.6
0.58,6.72,18,1,77.1289,1,8,15,9.73
0.19,6.98,13,1,77.7838,2,1,15,10.0
6.17,6.78,15,1,77.5953,2,5,11,9.16
9.34,2.56,10,0,77.3479,1,4,6,2.56
7.12,0.17,6,2,77.8055,0,2,15,4.49
2.81,1.86,7,2,77.4744,2,0,19,6.76
7.25,8.76,1,0,77.8337,2,9,13,0.62
9.49,5.89,19,2,77.5977,0,1,0,6.39
0.69,0.35,8,0,77.6562,2,5,20,7.13
7.56,4.67,20,0,77.2416,0,10,20,2.75
7.35,9.79,0,1,77.2977,0,8,6,2.6
0.51,1.03,14,0,77.8423,2,9,18,7.35
1.02,9.24,16,1,77.3265,2,10,0,9.79
9.85,6.23,17,2,77.8209,2,1,7,7.65
7.65,8.26,12,1,77.4556,1,8,11,5.99
0.46,5.48,22,0,77.2151,1,3,17,7.09
2.18,5.08,9,0,77.5562,1,7,0,8.37
8.89,7.03,14,2,77.5944,2,8,7,6.44
6.81,1.36,19,2,77.4675,1,5,19,6.09
8.34,5.71,21,2,77.1235,0,5,20,4.16
4.35,4.8,7,2,77.5125,0,1,7,10.0
5.75,0.44,0,2,77.8981,0,9,20,3.44
3.6,9.16,7,2,77.7114,2,6,11,7.16
8.13,7.21,17,2,77.6141,1,6,18,5.83
9.09,9.55,11,0,77.3286,1,3,4,3.27
4.29,4.67,3,2,77.9065,0,1,3,6.77
1.6,0.29,2,2,77.4022,2,9,17,4.66
4.89,3.76,8,2,77.4546,0,9,15,9.89
3.31,6.03,6,0,77.0421,0,3,1,8.74
3.4,7.39,0,1,77.5788,0,8,4,4.29
7.33,0.04,11,0,77.2462,1,5,9,4.02
3.82,7.8,14,0,77.386,0,1,8,6.95
3.96,0.51,12,0,77.055,2,5,16,6.8
9.45,8.93,20,1,77.3217,0,9,0,0.06
0.08,9.57,10,1,77.6916,2,0,3,8.21
2.74,1.55,10,1,77.191,2,6,0,7.43
5.16,5.59,4,0,77.7429,2,7,1,3.98
6.03,0.92,0,1,77.6621,2,6,5,2.22
8.4,1.04,22,1,77.7567,0,4,17,0.93
5.67,7.43,23,0,77.6492,1,6,3,1.12
4.53,2.97,3,2,77.5616,1,3,16,4.22
2.18,8.39,19,2,77.6359,0,4,13,8.68
4.16,0.43,18,1,77.7231,0,8,2,6.73
8.13,6.37,16,2,77.1684,0,3,9,8.39
5.75,6.48,18,0,77.671,1,7,18,7.46
7.95,4.53,1,2,77.6916,1,10,13,4.62
7.91,2.95,10,1,77.1799,0,5,5,3.98
3.4,2.51,7,2,77.3977,1,7,10,7.17
4.6,6.63,0,0,77.8732,0,6,12,4.43
7.39,8.12,10,0,77.7034,1,7,19,2.84
4.01,1.1,13,1,77.6447,2,1,2,6.15
1.29,5.0,7,1,77.1973,2,5,11,10.0
4.93,9.76,21,0,77.9061,1,3,6,1.33
7.47,6.84,21,0,77.7594,0,9,10,4.11
6.1,8.18,1,1,77.0971,2,1,4,2.57
2.73,0.63,3,0,77.0079,0,9,17,2.24
7.82,0.1,8,1,77.5942,0,10,1,3.72
2.61,3.6,17,1,77.1707,2,1,19,10.0
2.86,2.29,4,1,77.0811,2,0,10,3.8
6.43,1.17,19,0,77.1979,1,7,6,3.88
6.41,2.05,3,0,77.9843,2,1,12,1.19
9.05,7.72,21,2,77.3657,2,9,5,1.73
1.86,0.22,17,2,77.7153,0,9,7,9.06
5.47,8.58,13,0,77.6452,0,2,10,6.75
8.15,4.91,23,0,77.6186,2,3,0,2.73
0.85,0.62,15,0,77.5989,0,2,10,8.08
2.1,7.91,8,0,77.1864,2,10,1,7.03
5.21,0.28,4,0,77.1407,0,0,6,2.04
8.43,0.07,11,2,77.0148,1,1,9,5.18
4.72,4.64,16,2,77.779,2,4,10,9.25
0.47,3.25,17,0,77.6058,1,3,3,10.0
7.21,7.97,20,2,77.0429,1,5,16,1.57
9.03,1.38,15,0,77.4705,1,6,6,2.84
1.93,2.43,11,2,77.9201,1,3,14,7.85
4.83,5.74,17,1,77.0914,2,8,7,8.8
7.87,2.43,19,0,77.2457,2,1,18,3.01
3.09,1.93,1,0,77.5371,2,6,9,1.88
2.2,8.13,16,0,77.9941,2,2,10,6.65
1.93,3.44,11,2,77.3954,1,10,20,10.0
7.68,9.15,21,1,77.7838,0,1,18,1.55
0.36,9.66,3,2,77.2159,2,7,19,4.84
4.13,3.48,11,1,77.3055,0,8,7,9.79
9.29,1.18,17,0,77.6505,1,3,19,4.18
7.57,2.76,15,1,77.3609,0,8,20,5.33
1.14,7.01,7,2,77.239,0,9,16,8.8
2.17,6.83,7,0,77.126,1,10,5,8.58
1.16,4.87,11,1,77.4168,1,5,11,10.0
5.0,4.76,21,2,77.4197,0,10,16,5.69
8.75,3.76,13,1,77.7462,2,0,6,7.58
4.02,4.82,22,1,77.4925,1,4,10,5.52
4.35,1.21,23,2,77.0899,1,0,19,2.35
0.61,8.56,1,2,77.2106,1,2,8,4.92
7.65,8.51,14,1,77.726,0,6,2,4.99
3.76,3.24,22,1,77.2625,1,6,18,6.0
9.97,0.36,5,0,77.0687,1,0,19,0.0
8.77,4.15,6,2,77.1679,0,9,18,7.8
7.82,9.45,13,0,77.3105,1,7,17,4.6
1.68,0.69,17,2,77.6037,1,10,1,8.86
1.58,3.42,22,1,77.1378,0,9,1,6.38
4.03,3.69,23,0,77.5798,1,0,2,4.11
3.92,8.12,7,0,77.8978,0,3,16,6.07
6.97,1.89,7,2,77.7677,0,4,10,4.07
2.9,5.7,14,2,77.8546,0,10,1,10.0
7.77,7.4,3,2,77.1121,0,0,20,2.73
6.79,0.43,19,1,77.1396,2,10,4,5.52
9.7,4.16,11,1,77.3944,0,3,8,5.39
1.3,2.61,10,1,77.8517,2,1,16,7.74
6.46,4.4,5,0,77.3245,2,9,12,4.15
7.96,8.06,0,1,77.0924,2,3,13,2.51
8.19,6.31,14,2,77.2283,0,2,12,7.47
5.44,5.79,10,0,77.9976,0,0,11,6.69
8.33,5.66,16,1,77.6127,1,8,14,8.09
4.69,7.48,9,0,77.9574,0,7,4,4.99
1.14,5.91,15,0,77.6194,1,7,8,9.48
5.93,7.41,13,1,77.5027,0,5,5,5.61
4.65,9.34,10,0,77.8852,1,0,15,5.31
6.61,6.74,9,0,77.7223,0,5,16,6.26
4.92,6.62,20,0,77.6962,2,5,4,4.8
3.35,0.2,0,0,77.2132,1,0,17,2.83
2.48,3.55,5,2,77.1796,2,0,7,6.82
4.2,2.15,6,1,77.4055,1,9,4,6.11
0.08,3.87,13,2,77.0935,1,9,4,10.0
6.06,8.09,16,0,77.5036,1,6,15,4.71
8.87,0.91,18,0,77.9682,0,6,3,2.12
4.25,4.59,23,1,77.7767,0,7,13,6.0
9.36,8.91,9,0,77.6264,0,10,15,3.04
6.93,1.62,5,1,77.2242,0,6,9,2.44
5.19,3.14,17,0,77.6285,1,3,17,8.27
5.61,2.41,2,0,77.7781,0,10,7,2.19
7.1,8.01,10,0,77.1736,0,8,8,4.86
3.63,3.15,23,2,77.299,2,5,9,6.78
9.6,5.84,2,2,77.4053,0,8,9,2.99
5.9,5.65,4,1,77.3866,2,5,0,5.59
3.52,5.83,13,0,77.6138,0,3,13,9.59
3.34,1.69,16,0,77.8692,1,2,13,6.45
3.11,6.65,3,2,77.579,2,10,15,7.8
0.21,4.92,18,2,77.2498,1,9,14,10.0
1.04,1.45,12,0,77.3292,0,8,10,6.96
9.47,6.5,17,2,77.3198,1,1,6,7.91
1.01,9.2,0,2,77.536,1,3,14,5.64
8.78,5.18,23,1,77.4309,2,5,3,2.78
4.79,5.59,15,1,77.0929,2,2,19,10.0
9.73,8.05,20,1,77.9276,1,1,18,0.87
6.44,5.55,12,1,77.4236,1,4,3,9.61
7.23,4.0,1,0,77.0583,0,7,4,2.95
8.21,7.74,1,2,77.0817,0,7,1,2.26
8.47,3.65,22,2,77.2688,0,0,1,3.95
3.87,5.15,4,0,77.7813,1,7,8,4.72
0.42,8.46,13,1,77.4459,2,2,9,8.69
8.79,1.98,15,1,77.8769,0,6,9,3.88
3.43,6.19,5,2,77.7855,1,5,20,6.68
3.51,9.61,22,2,77.8427,0,10,10,4.92
2.74,8.45,2,0,77.8094,0,4,5,3.14
2.05,1.97,18,1,77.1489,0,0,11,7.33
9.29,0.48,21,1,77.4719,0,8,17,0.09
3.95,0.32,7,2,77.9003,0,5,2,7.26
1.59,2.99,0,1,77.1499,1,9,3,3.84
0.28,4.91,10,1,77.5389,0,7,10,10.0
0.83,2.48,15,0,77.7782,1,1,19,7.69
3.16,0.69,15,1,77.6773,2,10,20,6.85
1.35,7.44,0,2,77.5112,0,5,1,5.78
3.27,2.67,22,1,77.0207,1,7,11,2.74
4.82,8.21,21,0,77.0035,0,6,10,1.79
6.08,0.07,16,2,77.5059,2,8,9,7.08
6.0,6.03,17,1,77.8814,0,1,3,8.27
7.59,1.9,4,0,77.8088,1,3,6,0.0
0.2,5.58,15,0,77.0225,2,0,0,10.0
6.61,6.49,6,2,77.5115,0,1,15,7.38
3.23,1.78,22,1,77.5803,1,5,13,4.28
0.15,7.54,12,2,77.6764,2,9,0,9.77
6.13,2.85,6,2,77.515,1,5,12,5.17
6.56,6.2,1,1,77.7994,2,1,10,5.41
7.09,8.66,6,1,77.5282,2,4,1,4.13
5.74,9.8,21,0,77.2795,2,2,6,1.51
6.68,0.32,19,2,77.6716,0,1,11,4.75
9.02,2.68,19,1,77.9907,2,4,1,3.63
1.7,4.44,20,2,77.9127,1,2,19,7.45
5.59,6.12,11,2,77.9775,0,4,5,9.59
4.06,1.42,15,0,77.1642,0,3,3,6.67
4.16,8.72,10,1,77.5663,0,7,9,7.32
5.04,6.52,13,1,77.2854,0,7,3,10.0
2.7,7.9,7,1,77.4627,2,5,20,6.62
9.99,7.46,12,0,77.6349,1,10,4,2.86
9.35,9.55,20,1,77.0917,2,7,17,1.33
7.3,1.39,18,0,77.3511,0,10,8,3.27
5.12,1.45,5,0,77.9311,1,3,0,1.71
5.96,8.41,9,2,77.5877,2,6,15,6.94
3.23,5.12,11,2,77.9037,1,9,3,9.19
5.09,6.05,10,2,77.2966,2,3,19,8.17
1.89,5.36,12,1,77.4781,0,5,15,10.0
0.03,3.57,15,2,77.5237,1,3,13,10.0
9.39,7.88,11,0,77.9715,0,5,7,3.21
1.65,8.5,21,2,77.1286,0,9,19,5.19
0.34,1.77,14,2,77.052,2,9,3,9.85
9.67,9.27,6,0,77.201,0,5,15,2.51
2.23,6.77,0,0,77.2957,1,3,6,5.78
8.61,5.08,10,2,77.4057,2,0,14,7.22
2.67,2.23,4,0,77.0459,1,0,4,3.29
6.98,1.27,0,1,77.9299,2,8,14,0.68
8.7,1.45,9,2,77.7176,2,0,15,3.72
1.0,3.11,11,1,77.3138,1,10,3,10.0
0.19,1.88,0,0,77.0172,2,2,9,4.34
1.02,3.68,23,0,77.0313,1,0,3,7.36
3.36,4.69,6,0,77.8568,1,8,2,8.84
8.49,8.89,15,0,77.3198,0,10,7,3.4
7.86,7.18,22,1,77.8546,1,2,16,1.95
0.21,1.04,20,0,77.499,2,8,15,4.73
4.9,4.49,2,2,77.4447,2,7,15,6.46
7.86,4.97,13,1,77.3302,0,1,17,7.26
5.44,1.39,13,2,77.4744,0,9,8,6.7
8.24,2.89,2,1,77.5757,0,10,0,1.83
7.34,4.98,16,2,77.0205,2,5,3,9.64
2.67,0.37,10,1,77.8863,1,2,16,6.99
7.46,9.27,9,1,77.9835,2,4,0,3.8
4.28,1.08,23,0,77.8258,2,8,3,1.49
3.68,7.64,18,1,77.432,0,2,15,7.35
9.98,3.09,9,1,77.2003,1,9,12,5.19
9.42,0.42,18,1,77.2736,0,5,15,2.63
2.67,9.84,9,2,77.1619,1,5,15,6.76
0.07,5.92,9,0,77.4554,1,2,14,10.0
6.59,0.39,4,0,77.0922,2,2,12,0.71
4.03,6.89,7,2,77.1507,1,10,3,10.0
8.5,6.45,19,2,77.323,0,1,15,6.54
1.14,3.11,16,0,77.6674,2,7,8,10.0
4.59,3.28,16,2,77.2834,1,0,5,10.0
2.16,4.95,21,1,77.0264,1,8,4,7.62
4.46,3.29,13,1,77.3561,2,8,9,9.63
8.68,9.97,14,0,77.3058,1,4,14,3.39
8.55,5.3,5,1,77.3152,0,7,6,4.71
9.18,1.7,5,1,77.3433,2,2,0,0.23
7.8,7.38,14,1,77.2635,1,2,20,4.91
1.43,8.8,0,0,77.1667,0,4,16,4.61
8.4,3.76,5,1,77.8416,1,7,20,3.2
7.25,2.22,6,1,77.796,0,9,8,5.33
1.62,4.72,1,2,77.0802,1,4,8,8.65
6.78,8.43,23,0,77.5793,2,5,15,1.45
1.88,5.6,19,1,77.8431,0,0,16,9.15
6.56,3.17,3,0,77.2163,1,10,7,4.67
2.22,7.62,18,0,77.0478,1,2,7,6.97
1.51,3.0,9,2,77.1221,0,9,8,10.0
9.54,5.94,15,0,77.1532,1,4,17,6.87
6.95,2.95,7,1,77.9045,0,3,10,4.56
4.99,8.39,11,2,77.6335,0,4,15,6.18
9.51,3.07,6,0,77.5094,0,4,20,4.4
0.84,4.13,5,1,77.799,1,0,20,6.64
9.77,8.18,0,2,77.7218,0,9,20,1.24
6.56,3.79,23,1,77.3423,1,1,2,4.16
5.26,1.53,7,1,77.4101,0,4,15,6.13
3.97,2.45,4,0,77.7917,1,6,20,2.55
5.89,3.8,16,0,77.0079,2,3,7,7.61
3.63,4.37,19,1,77.9577,0,5,1,8.31
8.06,2.49,23,2,77.5354,1,8,5,0.63
3.67,5.98,19,1,77.0484,1,2,2,9.5
7.56,2.03,10,0,77.0064,1,4,3,2.59
9.64,8.59,9,2,77.6454,1,6,8,3.78
9.71,4.12,14,1,77.7883,2,0,20,6.61
